,Open,High,Low,Close,Adj Close,Volume,20_SMA,50_SMA,TP,std,MA-TP,BOLU,BOLD,macd,signal,hist,Supertrend,Final Lowerband,Final Upperband
0,869.0,892.9500122070312,866.2000122070312,889.6500244140625,885.5821533203125,7066276,889.6500244140625,889.6500244140625,882.933349609375,,,,,,,,True,,
1,885.1500244140625,900.5499877929688,884.0999755859375,891.4000244140625,887.3241577148438,4086452,890.5250244140625,890.5250244140625,892.0166625976562,,,,,,,,True,,
2,892.0,894.2999877929688,880.4500122070312,885.4000244140625,881.3515625,3282856,888.8166910807291,888.8166910807291,886.7166748046875,,,,,,,,True,,
3,885.0,897.4500122070312,878.7999877929688,883.7000122070312,879.6593627929688,3185159,887.5375213623047,887.5375213623047,886.6500040690104,,,,,,,,True,,
4,882.0,883.9000244140625,868.2000122070312,874.7999877929688,870.7999877929688,3439922,884.9900146484375,884.9900146484375,875.6333414713541,,,,,,,,True,,
5,872.0,873.7000122070312,865.0,870.5499877929688,870.5499877929688,2812690,882.5833435058594,882.5833435058594,869.75,,,,,,,,True,,
6,870.5,870.5999755859375,857.5999755859375,867.0499877929688,867.0499877929688,2665905,880.3642926897321,880.3642926897321,865.0833129882812,,,,,,,,True,,
7,870.0,874.0,853.2000122070312,856.9500122070312,856.9500122070312,3962408,877.4375076293945,877.4375076293945,861.3833414713541,,,,,,,,True,,
8,857.2000122070312,859.8499755859375,850.0,856.7000122070312,856.7000122070312,3013019,875.1333414713541,875.1333414713541,855.5166625976562,,,,,,,,True,,
9,856.7000122070312,862.0,852.25,856.25,856.25,4929835,873.2450073242187,873.2450073242187,856.8333333333334,,,,,,,,True,813.5424181617543,
10,855.6500244140625,874.0,854.0999755859375,871.9500122070312,871.9500122070312,3220142,873.1272804953835,873.1272804953835,866.6833292643229,,,,,,,,True,818.1185659242443,
11,871.0,879.9500122070312,866.2000122070312,877.6500244140625,877.6500244140625,3333869,873.5041758219401,873.5041758219401,874.6000162760416,,,,,,,,True,827.7959892463899,
12,877.0,877.0,866.7999877929688,868.1500244140625,868.1500244140625,1860153,873.0923180213341,873.0923180213341,870.6500040690104,,,,,,,,True,828.3276864231709,
13,873.0,874.7000122070312,864.2000122070312,869.4500122070312,869.4500122070312,2842728,872.8321533203125,872.8321533203125,869.4500122070312,,,,,,,,True,828.3276864231709,
14,869.4500122070312,875.9500122070312,861.0999755859375,873.5,873.5,3124339,872.8766764322917,872.8766764322917,870.1833292643229,,,,,,,,True,828.3276864231709,
15,874.0499877929688,875.75,865.8499755859375,870.3499755859375,870.3499755859375,3094455,872.7187576293945,872.7187576293945,870.6499837239584,,,,,,,,True,830.0226769517053,
16,870.0,870.0,848.5,855.2000122070312,855.2000122070312,14064286,871.688243192785,871.688243192785,857.9000040690104,,,,,,,,True,830.0226769517053,
17,859.8499755859375,862.5999755859375,856.4500122070312,857.75,857.75,3261665,870.9138963487413,870.9138963487413,858.9333292643229,,,,,,,,True,830.0226769517053,
18,855.5,859.5,847.0499877929688,856.4000244140625,856.4000244140625,12528190,870.1500083521793,870.1500083521793,854.3166707356771,,,,,,,,True,830.0226769517053,
19,853.1500244140625,867.5499877929688,852.75,865.9500122070312,865.9500122070312,4427899,869.9400085449219,869.9400085449219,862.0833333333334,10.78342173241484,869.398334757487,890.9651782223167,847.8314912926572,,,,True,830.0226769517053,
20,865.75,869.4500122070312,859.7000122070312,865.2999877929688,865.2999877929688,3102649,868.7225067138672,869.7190551757812,864.8166707356771,10.361052071772479,868.4925008138022,889.2146049573471,847.7703966702572,,,,True,830.0226769517053,
21,863.0999755859375,867.7999877929688,858.4000244140625,865.9000244140625,865.9000244140625,2216754,867.4475067138671,869.5454628684304,864.0333455403646,8.872351934867236,867.0933349609375,884.838038830672,849.348631091203,,,,True,830.0226769517053,
22,867.1500244140625,882.4000244140625,865.7999877929688,880.2999877929688,880.2999877929688,4235096,867.1925048828125,870.0130509086277,876.1666666666666,7.956309839228593,866.5658345540365,882.4784542324937,850.6532148755794,,,,True,834.3153012887449,
